|id |room|username     |message                              |timestamp          |type  |url                                              |filename                                                                                   |color  |
|332|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |한번안해주나                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |2025-09-26 05:07:52|chat  |                                                 |                                                                                           |#00ff59|
|333|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |라고하면 안되겠쬬~                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2025-09-26 05:07:59|chat  |                                                 |                                                                                           |#00ff59|
|334|구글  |a_n=1/(n^2 sin n)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |고닷엔진이                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2025-09-26 05:08:01|chat  |                                                 |                                                                                           |#0d0f11|
|335|구글  |system                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |나주 김씨 집안의 수호신, 구슬할망 옛날 제주 지역의 신촌마을 큰물머리에는 김씨 사공이 살았다. 그는 제주 특산물을 한양으로 진상하는 일을 하였다. 김씨 사공이 한양에서 일을 마치고 서대문 밖으로 나오던 중 서글픈 여자아이의 울음소리를 들었다. 울음소리의 주인공은 바로 허정승의 딸이었다. 아기씨는 부모의 심기를 거스르고 집에서 쫓겨나 오갈 데가 없어 서글프게 울고 있었다. 아기씨는 김씨 사공을 보자 함께 가겠다고 애원하였다. 김씨 사공은 차마 두고 갈 수가 없어서 아기씨를 데려가려고 했으나, 당시 제주에서는 섬으로 사람이 들고나는 것을 금지하고 있어 데려갈 방도가 없었다. 김씨 사공은 아기씨를 도포 자락에 숨겨서 배에 태우고 제주에 데리고 와 다락에서 아무도 모르게 길렀다. 힘들지만 꿋꿋하게 다락에서 생활하던 아기씨가 열여덟 살이 되자 “사공님 번번이 신세만 질 수도 없고, 저도 이제는 일해야겠어요.”라며, 스스로 물질을 배웠다. 아기씨의 물질 솜씨는 하루가 다르게 늘어 무리에서 가장 뛰어난 상군 잠수까지 오르게 되었다. 아기씨는 주로 전복을 많이 잡았는데, 잡는 전복마다 씨알이 굵은 진주들로 가득하여 김씨 사공은 금세 부자가 되었다. 그리고 정 또한 깊어졌던 두 사람은 아기씨의 청혼으로 부부가 되었고, 남부럽지 않게 잘 살며 딸만 아홉을 두었다. 어느 날, 아기씨는 자신이 잡은 진주를 임금께 진상하자고 했고, 김씨 사공이 진상을 올리자 임금은 크게 기뻐하며, 김씨 사공에게는 동지(同知)라는 벼슬을 아기씨에게는 오색 구슬을 내려주었다. 그래서 이때부터 이들 부부를 ‘김동지 영감’과 ‘구슬할망’이라고 부르게 되었다. 시간이 흘러 죽음을 앞둔 구슬할망은 딸들을 불러 놓고, “내가 너희들을 지켜줄 터이니, 제사와 명절 때가 되면 나에게 제물을 바치고, 풍악을 울려 정성을 다하라.”고 하였다. 이렇게 스스로 집안의 조상신이 된 구슬할망은 아홉 딸과 그들의 후손들에게 복을 내려주었고, 이때부터 나주 김씨 집안은 딸에서 딸로 이어지며 구슬할망을 집안의 수호신으로 모시게 되었다. → 엄마가준비한식케이 닉네임 변경                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2025-09-26 05:08:06|system|                                                 |                                                                                           |       |
|336|구글  |a_n=1/(n^2 sin n)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |오픈소스 게임 3d엔진이요                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2025-09-26 05:08:08|chat  |                                                 |                                                                                           |#0d0f11|
|337|구글  |a_n=1/(n^2 sin n)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |언리얼엔진같은                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |2025-09-26 05:08:14|chat  |                                                 |                                                                                           |#0d0f11|
|338|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |ㅇㅇ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2025-09-26 05:08:52|chat  |                                                 |                                                                                           |#00ff59|
|339|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |짱지피티가                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2025-09-26 05:08:59|chat  |                                                 |                                                                                           |#00ff59|
|340|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |짱지피티시켜서                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |2025-09-26 05:09:02|chat  |                                                 |                                                                                           |#00ff59|
|341|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |하나만들어볼라구요                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2025-09-26 05:09:05|chat  |                                                 |                                                                                           |#00ff59|
|342|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2025-09-26 05:09:56|file  |/uploads/구글/4deceacc7e774735a0fb00d57e8c905c.zip |godot_pocketlike_starter.zip                                                               |#1a73e8|
|343|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |이런거 만들어서주네                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2025-09-26 05:10:02|chat  |                                                 |                                                                                           |#00ff59|
|344|구글  |전*우                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |스켈레톤 코드로                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |2025-09-26 05:10:08|chat  |                                                 |                                                                                           |#00ff59|
